data_factory_run_id	entry_id	source	part_of_speech	level	official_source	source_check	ukrainian_candidate
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V7_round04	ox5000-6cb94901ee4c66a30fb3	bold	adjective	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/bold_1	MANUAL_EMERGENCY_WORK V7 exact Oxford identity; source_index=593; definition_path=/us/definition/english/bold_1; exact_definition='brave and confident; not afraid to say what you feel or to take risks'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; sense_source=''; sense_gloss=''; gloss_definition_similarity=1.000; morphology='V6 pymorphy3 uk canonical lemma PASS after Unicode/stress normalization; tag=ADJF,compb masc,nomn; score=1.0000'; surface_mt_never_sole_pass=PASS	жирний
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V7_round04	ox5000-336cd82ab74183c72edd	bombing	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/bombing	MANUAL_EMERGENCY_WORK V7 exact Oxford identity; source_index=596; definition_path=/us/definition/english/bombing; exact_definition='an occasion when a bomb is dropped or left somewhere; the act of doing this'; selected_candidate_method=en_wiktionary_sense_bound_uk_translation; sense_source='English Wiktionary'; sense_gloss='action of dropping bombs from the air'; gloss_definition_similarity=0.790; morphology='V6 pymorphy3 uk canonical lemma PASS after Unicode/stress normalization; tag=NOUN,inan neut,nomn; score=1.0000'; surface_mt_never_sole_pass=PASS	бомбардування
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V7_round04	ox5000-0324076e988934c9c7ca	booking	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/booking	MANUAL_EMERGENCY_WORK V7 exact Oxford identity; source_index=602; definition_path=/us/definition/english/booking; exact_definition='an arrangement that you make in advance to buy a ticket to travel somewhere, go to the theatre, etc.'; selected_candidate_method=en_wiktionary_sense_bound_uk_translation; sense_source='English Wiktionary'; sense_gloss='reservation for a service'; gloss_definition_similarity=0.483; morphology='V6 pymorphy3 uk canonical lemma PASS after Unicode/stress normalization; tag=NOUN,inan neut,nomn; score=1.0000'; surface_mt_never_sole_pass=PASS	резервування
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V7_round04	ox5000-00636bc1e91847dc273e	boost	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/boost_2	MANUAL_EMERGENCY_WORK V7 exact Oxford identity; source_index=604; definition_path=/us/definition/english/boost_2; exact_definition='something that helps or encourages somebody/something'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; sense_source=''; sense_gloss=''; gloss_definition_similarity=1.000; morphology='V6 pymorphy3 uk canonical lemma PASS after Unicode/stress normalization; tag=NOUN,inan neut,nomn; score=1.0000'; surface_mt_never_sole_pass=PASS	підсилення
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V7_round04	ox5000-c0b4a3f25a5eb7edbd5f	boost	verb	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/boost_1	"MANUAL_EMERGENCY_WORK V7 exact Oxford identity; source_index=605; definition_path=/us/definition/english/boost_1; exact_definition='to make something increase, or become better or more successful'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; sense_source=''; sense_gloss=''; gloss_definition_similarity=1.000; morphology=""V6 pymorphy3 uk has no requested-POS parse for 'Підсилення'""; surface_mt_never_sole_pass=PASS"	Підсилення
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V7_round04	ox5000-1f5a6ea35a13b0e40dd1	bound	adjective	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/bound_1	MANUAL_EMERGENCY_WORK V7 exact Oxford identity; source_index=621; definition_path=/us/definition/english/bound_1; exact_definition='certain or likely to happen, or to do or be something'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; sense_source=''; sense_gloss=''; gloss_definition_similarity=1.000; morphology='adjective candidate has no plausible Ukrainian adjective morphology'; surface_mt_never_sole_pass=PASS	прив' язаний
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V7_round04	ox5000-f36df4a285a808895f17	brick	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/brick_1	MANUAL_EMERGENCY_WORK V7 exact Oxford identity; source_index=648; definition_path=/us/definition/english/brick_1; exact_definition='baked clay used for building walls, houses and other buildings; an individual block of this'; selected_candidate_method=en_wiktionary_sense_bound_uk_translation; sense_source='English Wiktionary'; sense_gloss='hardened block used for building'; gloss_definition_similarity=0.604; morphology='V6 pymorphy3 uk canonical lemma PASS after Unicode/stress normalization; tag=NOUN,inan femn,nomn; score=1.0000'; surface_mt_never_sole_pass=PASS	цеглина
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V7_round04	ox5000-c8c42d98d7e616f8064a	briefly	adverb	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/briefly	MANUAL_EMERGENCY_WORK V7 exact Oxford identity; source_index=652; definition_path=/us/definition/english/briefly; exact_definition='for a short time'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; sense_source=''; sense_gloss=''; gloss_definition_similarity=1.000; morphology='multiword adverb candidate is not an adverbial phrase'; surface_mt_never_sole_pass=PASS	короткий час
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V7_round04	ox5000-a29b52dd76fad8a77358	broadcaster	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/broadcaster	MANUAL_EMERGENCY_WORK V7 exact Oxford identity; source_index=660; definition_path=/us/definition/english/broadcaster; exact_definition='a person whose job is presenting or talking on television or radio programmes'; selected_candidate_method=en_wiktionary_sense_bound_uk_translation; sense_source='English Wiktionary'; sense_gloss='organization or station that engages in the activity of such broadcasting'; gloss_definition_similarity=0.631; morphology='V6 pymorphy3 uk canonical lemma PASS after Unicode/stress normalization; tag=NOUN,anim masc,nomn; score=1.0000'; surface_mt_never_sole_pass=PASS	мовник
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V7_round04	ox5000-c665d95862829f444fe3	broadly	adverb	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/broadly	MANUAL_EMERGENCY_WORK V7 exact Oxford identity; source_index=661; definition_path=/us/definition/english/broadly; exact_definition='generally, without considering details'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; sense_source=''; sense_gloss=''; gloss_definition_similarity=1.000; morphology='V6 pymorphy3 uk canonical lemma PASS after Unicode/stress normalization; tag=ADVB,compb; score=1.0000'; surface_mt_never_sole_pass=PASS	широко
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V7_round04	ox5000-7e010b349356a4ff144c	bug	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/bug_1	MANUAL_EMERGENCY_WORK V7 exact Oxford identity; source_index=675; definition_path=/us/definition/english/bug_1; exact_definition='any small insect'; selected_candidate_method=en_wiktionary_sense_bound_uk_translation; sense_source='English Wiktionary'; sense_gloss='an insect of the order Hemiptera'; gloss_definition_similarity=0.701; morphology='V6 pymorphy3 uk canonical lemma PASS after Unicode/stress normalization; tag=NOUN,anim masc,nomn; score=1.0000'; surface_mt_never_sole_pass=PASS	клоп
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V7_round04	ox5000-bc1029015aec50c2aea1	cabin	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/cabin	MANUAL_EMERGENCY_WORK V7 exact Oxford identity; source_index=701; definition_path=/us/definition/english/cabin; exact_definition='a small room on a ship in which you live or sleep'; selected_candidate_method=en_wiktionary_sense_bound_uk_translation; sense_source='English Wiktionary'; sense_gloss='small dwelling, especially one made of logs'; gloss_definition_similarity=0.482; morphology='V6 pymorphy3 uk canonical lemma PASS after Unicode/stress normalization; tag=NOUN,inan femn,nomn; score=1.0000'; surface_mt_never_sole_pass=PASS	хатина
