entry_id	source	part_of_speech	level	status	ukrainian	official_source	source_check	data_factory_run_id	content_qa_run_id	qa_reason
ox5000-1a9ae9f38cefadbdbe69	certainty	noun	B2	verified	впе́вненість	https://www.oxfordlearnersdictionaries.com/us/definition/english/certainty	MANUAL_EMERGENCY_WORK V5 exact Oxford identity; source_index=792; definition_path=/us/definition/english/certainty; exact_definition='the state of being certain'; selected_candidate_method=en_wiktionary_sense_bound_uk_translation; sense_source='English Wiktionary'; sense_gloss='state of being certain'; gloss_definition_similarity=0.972; morphology='multiword lexical phrase; V4 lexical/POS form accepted'; surface_mt_never_sole_pass=PASS	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V5_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V5_round01	PASS V5: V5 PASS: sense-bound Wiktionary bilingual confirmation + exact Oxford definition + canonical Ukrainian lemma; gloss_similarity=0.972; overlap=2; multiword lexical phrase; V4 lexical/POS form accepted; exact Oxford definition='the state of being certain'; reverse='sureness'; lexical_support=0.235.
ox5000-371ffb23c06cf5d1b8ef	championship	noun	B2	verified	чемпіона́т	https://www.oxfordlearnersdictionaries.com/us/definition/english/championship	MANUAL_EMERGENCY_WORK V5 exact Oxford identity; source_index=804; definition_path=/us/definition/english/championship; exact_definition='a competition to find the best player or team in a particular sport'; selected_candidate_method=en_wiktionary_sense_bound_uk_translation; sense_source='English Wiktionary'; sense_gloss='competition to determine a champion'; gloss_definition_similarity=0.740; morphology='multiword lexical phrase; V4 lexical/POS form accepted'; surface_mt_never_sole_pass=PASS	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V5_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V5_round01	PASS V5: V5 PASS: sense-bound Wiktionary bilingual confirmation + exact Oxford definition + canonical Ukrainian lemma; gloss_similarity=0.740; overlap=1; multiword lexical phrase; V4 lexical/POS form accepted; exact Oxford definition='a competition to find the best player or team in a particular sport'; reverse='champion'; lexical_support=1.000.
ox5000-50c859b7eef5dc7ea1e0	civilization	noun	B2	verified	цивіліза́ція	https://www.oxfordlearnersdictionaries.com/us/definition/english/civilization	MANUAL_EMERGENCY_WORK V5 exact Oxford identity; source_index=873; definition_path=/us/definition/english/civilization; exact_definition='a state of human society that is very developed and organized'; selected_candidate_method=en_wiktionary_sense_bound_uk_translation; sense_source='English Wiktionary'; sense_gloss='organized culture'; gloss_definition_similarity=0.729; morphology='multiword lexical phrase; V4 lexical/POS form accepted'; surface_mt_never_sole_pass=PASS	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V5_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V5_round01	PASS V5: V5 PASS: sense-bound Wiktionary bilingual confirmation + exact Oxford definition + canonical Ukrainian lemma; gloss_similarity=0.729; overlap=1; multiword lexical phrase; V4 lexical/POS form accepted; exact Oxford definition='a state of human society that is very developed and organized'; reverse='civilization'; lexical_support=1.000.
ox5000-8088b7e5636be8851c0c	commander	noun	B2	verified	команди́р	https://www.oxfordlearnersdictionaries.com/us/definition/english/commander	MANUAL_EMERGENCY_WORK V5 exact Oxford identity; source_index=968; definition_path=/us/definition/english/commander; exact_definition='a person who is in charge of something, especially an officer in charge of a particular group of soldiers or a military operation'; selected_candidate_method=en_wiktionary_sense_bound_uk_translation; sense_source='English Wiktionary'; sense_gloss='one who exercises control and direction of a military or naval organization'; gloss_definition_similarity=0.777; morphology='multiword lexical phrase; V4 lexical/POS form accepted'; surface_mt_never_sole_pass=PASS	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V5_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V5_round01	PASS V5: V5 PASS: sense-bound Wiktionary bilingual confirmation + exact Oxford definition + canonical Ukrainian lemma; gloss_similarity=0.777; overlap=1; multiword lexical phrase; V4 lexical/POS form accepted; exact Oxford definition='a person who is in charge of something, especially an officer in charge of a particular group of soldiers or a military operation'; reverse='commander'; lexical_support=1.000.
ox5000-c88a5ab0c123045d4363	consequently	adverb	B2	verified	відповідно	https://www.oxfordlearnersdictionaries.com/us/definition/english/consequently	MANUAL_EMERGENCY_WORK V5 exact Oxford identity; source_index=1087; definition_path=/us/definition/english/consequently; exact_definition='as a result; therefore'; selected_candidate_method=en_wiktionary_sense_bound_uk_translation; sense_source='English Wiktionary'; sense_gloss='as a result or consequence'; gloss_definition_similarity=0.800; morphology='pymorphy3 uk canonical lemma PASS; tag=ADVB,compb; score=1.0000'; surface_mt_never_sole_pass=PASS	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V5_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V5_round01	PASS V5: V5 PASS: sense-bound Wiktionary bilingual confirmation + exact Oxford definition + canonical Ukrainian lemma; gloss_similarity=0.800; overlap=1; pymorphy3 uk canonical lemma PASS; tag=ADVB,compb; score=1.0000; exact Oxford definition='as a result; therefore'; reverse='appropriate'; lexical_support=0.174.
ox5000-6ae71c9ddb8dfc06bde3	cute	adjective	B2	verified	гарне́нький	https://www.oxfordlearnersdictionaries.com/us/definition/english/cute	MANUAL_EMERGENCY_WORK V5 exact Oxford identity; source_index=1306; definition_path=/us/definition/english/cute; exact_definition='pretty and attractive'; selected_candidate_method=en_wiktionary_sense_bound_uk_translation; sense_source='English Wiktionary'; sense_gloss='attractive or pleasing in a youthful, dainty, quaint or fun-spirited way'; gloss_definition_similarity=0.708; morphology='multiword lexical phrase; V4 lexical/POS form accepted'; surface_mt_never_sole_pass=PASS	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V5_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V5_round01	PASS V5: V5 PASS: sense-bound Wiktionary bilingual confirmation + exact Oxford definition + canonical Ukrainian lemma; gloss_similarity=0.708; overlap=1; multiword lexical phrase; V4 lexical/POS form accepted; exact Oxford definition='pretty and attractive'; reverse='Beautiful'; lexical_support=0.308.
ox5000-d88bfcbe9f4406457552	dairy	noun	B2	verified	моло́чні проду́кти	https://www.oxfordlearnersdictionaries.com/us/definition/english/dairy_1	MANUAL_EMERGENCY_WORK V5 exact Oxford identity; source_index=1315; definition_path=/us/definition/english/dairy_1; exact_definition='milk, cheese and other milk products'; selected_candidate_method=en_wiktionary_sense_bound_uk_translation; sense_source='English Wiktionary'; sense_gloss='products produced from milk'; gloss_definition_similarity=0.892; morphology='multiword lexical phrase; V4 lexical/POS form accepted'; surface_mt_never_sole_pass=PASS	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V5_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V5_round01	PASS V5: V5 PASS: sense-bound Wiktionary bilingual confirmation + exact Oxford definition + canonical Ukrainian lemma; gloss_similarity=0.892; overlap=2; multiword lexical phrase; V4 lexical/POS form accepted; exact Oxford definition='milk, cheese and other milk products'; reverse='milkpeckers'; lexical_support=0.250.
ox5000-850f52e28a1e074a2e01	destruction	noun	B2	verified	зни́щення	https://www.oxfordlearnersdictionaries.com/us/definition/english/destruction	MANUAL_EMERGENCY_WORK V5 exact Oxford identity; source_index=1456; definition_path=/us/definition/english/destruction; exact_definition='the act of destroying something; the process of being destroyed'; selected_candidate_method=en_wiktionary_sense_bound_uk_translation; sense_source='English Wiktionary'; sense_gloss='act of destroying'; gloss_definition_similarity=0.883; morphology='multiword lexical phrase; V4 lexical/POS form accepted'; surface_mt_never_sole_pass=PASS	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V5_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V5_round01	PASS V5: V5 PASS: sense-bound Wiktionary bilingual confirmation + exact Oxford definition + canonical Ukrainian lemma; gloss_similarity=0.883; overlap=2; multiword lexical phrase; V4 lexical/POS form accepted; exact Oxford definition='the act of destroying something; the process of being destroyed'; reverse='destruction'; lexical_support=1.000.
ox5000-78eb3d58aa21dba7fa05	divorce	noun	B2	verified	розлу́чення	https://www.oxfordlearnersdictionaries.com/us/definition/english/divorce_1	MANUAL_EMERGENCY_WORK V5 exact Oxford identity; source_index=1585; definition_path=/us/definition/english/divorce_1; exact_definition='the legal ending of a marriage'; selected_candidate_method=en_wiktionary_sense_bound_uk_translation; sense_source='English Wiktionary'; sense_gloss='legal dissolution of a marriage'; gloss_definition_similarity=0.872; morphology='multiword lexical phrase; V4 lexical/POS form accepted'; surface_mt_never_sole_pass=PASS	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V5_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V5_round01	PASS V5: V5 PASS: sense-bound Wiktionary bilingual confirmation + exact Oxford definition + canonical Ukrainian lemma; gloss_similarity=0.872; overlap=2; multiword lexical phrase; V4 lexical/POS form accepted; exact Oxford definition='the legal ending of a marriage'; reverse='separation'; lexical_support=0.235.
ox5000-28fce2fd6625072758dd	drought	noun	B2	verified	за́суха	https://www.oxfordlearnersdictionaries.com/us/definition/english/drought	MANUAL_EMERGENCY_WORK V5 exact Oxford identity; source_index=1652; definition_path=/us/definition/english/drought; exact_definition='a long period of time when there is little or no rain'; selected_candidate_method=en_wiktionary_sense_bound_uk_translation; sense_source='English Wiktionary'; sense_gloss='period of unusually low rain fall'; gloss_definition_similarity=0.722; morphology='multiword lexical phrase; V4 lexical/POS form accepted'; surface_mt_never_sole_pass=PASS	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V5_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V5_round01	PASS V5: V5 PASS: sense-bound Wiktionary bilingual confirmation + exact Oxford definition + canonical Ukrainian lemma; gloss_similarity=0.722; overlap=2; multiword lexical phrase; V4 lexical/POS form accepted; exact Oxford definition='a long period of time when there is little or no rain'; reverse='Drought'; lexical_support=1.000.
