data_factory_run_id	entry_id	source	part_of_speech	level	official_source	source_check	ukrainian_candidate
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-6cb94901ee4c66a30fb3	bold	adjective	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/bold_1	MANUAL_EMERGENCY_WORK V4 exact Oxford identity; source_index=593; definition_path=/us/definition/english/bold_1; stable_id=PASS; exact_definition='brave and confident; not afraid to say what you feel or to take risks'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; contextual_definition_candidate_forbidden_as_final=PASS	жирний
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-336cd82ab74183c72edd	bombing	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/bombing	MANUAL_EMERGENCY_WORK V4 exact Oxford identity; source_index=596; definition_path=/us/definition/english/bombing; stable_id=PASS; exact_definition='an occasion when a bomb is dropped or left somewhere; the act of doing this'; selected_candidate_method=en_wiktionary_matching_pos_uk_translation; contextual_definition_candidate_forbidden_as_final=PASS	бомбардува́ння
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-0324076e988934c9c7ca	booking	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/booking	MANUAL_EMERGENCY_WORK V4 exact Oxford identity; source_index=602; definition_path=/us/definition/english/booking; stable_id=PASS; exact_definition='an arrangement that you make in advance to buy a ticket to travel somewhere, go to the theatre, etc.'; selected_candidate_method=en_wiktionary_matching_pos_uk_translation; contextual_definition_candidate_forbidden_as_final=PASS	резервува́ння
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-00636bc1e91847dc273e	boost	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/boost_2	MANUAL_EMERGENCY_WORK V4 exact Oxford identity; source_index=604; definition_path=/us/definition/english/boost_2; stable_id=PASS; exact_definition='something that helps or encourages somebody/something'; selected_candidate_method=en_wiktionary_matching_pos_uk_translation; contextual_definition_candidate_forbidden_as_final=PASS	запомо́га
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-c0b4a3f25a5eb7edbd5f	boost	verb	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/boost_1	MANUAL_EMERGENCY_WORK V4 exact Oxford identity; source_index=605; definition_path=/us/definition/english/boost_1; stable_id=PASS; exact_definition='to make something increase, or become better or more successful'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; contextual_definition_candidate_forbidden_as_final=PASS	Підсилення
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-1f5a6ea35a13b0e40dd1	bound	adjective	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/bound_1	MANUAL_EMERGENCY_WORK V4 exact Oxford identity; source_index=621; definition_path=/us/definition/english/bound_1; stable_id=PASS; exact_definition='certain or likely to happen, or to do or be something'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; contextual_definition_candidate_forbidden_as_final=PASS	прив' язаний
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-f36df4a285a808895f17	brick	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/brick_1	MANUAL_EMERGENCY_WORK V4 exact Oxford identity; source_index=648; definition_path=/us/definition/english/brick_1; stable_id=PASS; exact_definition='baked clay used for building walls, houses and other buildings; an individual block of this'; selected_candidate_method=en_wiktionary_matching_pos_uk_translation; contextual_definition_candidate_forbidden_as_final=PASS	цегли́стий
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-c8c42d98d7e616f8064a	briefly	adverb	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/briefly	MANUAL_EMERGENCY_WORK V4 exact Oxford identity; source_index=652; definition_path=/us/definition/english/briefly; stable_id=PASS; exact_definition='for a short time'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; contextual_definition_candidate_forbidden_as_final=PASS	короткий час
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-a29b52dd76fad8a77358	broadcaster	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/broadcaster	MANUAL_EMERGENCY_WORK V4 exact Oxford identity; source_index=660; definition_path=/us/definition/english/broadcaster; stable_id=PASS; exact_definition='a person whose job is presenting or talking on television or radio programmes'; selected_candidate_method=en_wiktionary_matching_pos_uk_translation; contextual_definition_candidate_forbidden_as_final=PASS	мо́вник
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-c665d95862829f444fe3	broadly	adverb	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/broadly	MANUAL_EMERGENCY_WORK V4 exact Oxford identity; source_index=661; definition_path=/us/definition/english/broadly; stable_id=PASS; exact_definition='generally, without considering details'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; contextual_definition_candidate_forbidden_as_final=PASS	Широко
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-7e010b349356a4ff144c	bug	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/bug_1	MANUAL_EMERGENCY_WORK V4 exact Oxford identity; source_index=675; definition_path=/us/definition/english/bug_1; stable_id=PASS; exact_definition='any small insect'; selected_candidate_method=en_wiktionary_matching_pos_uk_translation; contextual_definition_candidate_forbidden_as_final=PASS	ку́зка
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-bc1029015aec50c2aea1	cabin	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/cabin	MANUAL_EMERGENCY_WORK V4 exact Oxford identity; source_index=701; definition_path=/us/definition/english/cabin; stable_id=PASS; exact_definition='a small room on a ship in which you live or sleep'; selected_candidate_method=en_wiktionary_matching_pos_uk_translation; contextual_definition_candidate_forbidden_as_final=PASS	хати́на
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-b575091301cde0aab47c	canal	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/canal	MANUAL_EMERGENCY_WORK V4 exact Oxford identity; source_index=722; definition_path=/us/definition/english/canal; stable_id=PASS; exact_definition='a long straight passage dug in the ground and filled with water for boats and ships to travel along; a smaller passage used for carrying water to fields, crops, etc.'; selected_candidate_method=en_wiktionary_matching_pos_uk_translation; contextual_definition_candidate_forbidden_as_final=PASS	кана́л
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-6c90d20f57eaa3951076	candle	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/candle	MANUAL_EMERGENCY_WORK V4 exact Oxford identity; source_index=726; definition_path=/us/definition/english/candle; stable_id=PASS; exact_definition='a round stick of wax with a piece of string (called a wick ) through the middle that is lit to give light as it burns'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; contextual_definition_candidate_forbidden_as_final=PASS	свічка
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-aadc5f65541eae6cccd0	carbon	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/carbon	MANUAL_EMERGENCY_WORK V4 exact Oxford identity; source_index=741; definition_path=/us/definition/english/carbon; stable_id=PASS; exact_definition='a chemical element. Carbon is found in all living things, existing in a pure state as diamond and graphite .'; selected_candidate_method=en_wiktionary_matching_pos_uk_translation; contextual_definition_candidate_forbidden_as_final=PASS	вугле́ць
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-9c94f94be7b1a888dd21	casual	adjective	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/casual_1	MANUAL_EMERGENCY_WORK V4 exact Oxford identity; source_index=762; definition_path=/us/definition/english/casual_1; stable_id=PASS; exact_definition='not formal'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; contextual_definition_candidate_forbidden_as_final=PASS	випадковий
MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-2f11663a968a94ccb406	cave	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/cave_1	MANUAL_EMERGENCY_WORK V4 exact Oxford identity; source_index=775; definition_path=/us/definition/english/cave_1; stable_id=PASS; exact_definition='a large hole in the side of a hill or cliff or under the ground'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; contextual_definition_candidate_forbidden_as_final=PASS	печера
