entry_id	source	part_of_speech	level	status	ukrainian	official_source	source_check	data_factory_run_id	content_qa_run_id	qa_reason
ox5000-371ffb23c06cf5d1b8ef	championship	noun	B2	verified	чемпіонат	https://www.oxfordlearnersdictionaries.com/us/definition/english/championship	MANUAL_EMERGENCY_WORK V7 exact Oxford identity; source_index=804; definition_path=/us/definition/english/championship; exact_definition='a competition to find the best player or team in a particular sport'; selected_candidate_method=en_wiktionary_sense_bound_uk_translation; sense_source='English Wiktionary'; sense_gloss='competition to determine a champion'; gloss_definition_similarity=0.740; morphology='V6 pymorphy3 uk canonical lemma PASS after Unicode/stress normalization; tag=NOUN,inan masc,nomn; score=1.0000'; surface_mt_never_sole_pass=PASS	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V7_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V7_round01	PASS V7: V7 PASS: exact Oxford sense -> sense-bound English bilingual candidate -> actual Ukrainian semantic sense -> same-sense bilingual binding=english_wiktionary_exact_sense_candidate_plus_unique_uk_semantic_sense; uk_sense=1; uk_definition='змагання на першість з якого-небудь виду спорту, переможець якого дістає звання чемпіона'; uk_definition_en='the first game of any sport that wins the title of a champion'; similarity=0.704; overlap=1; V6 PASS: V5 strict source-sense evidence + candidate-specific Ukrainian lexical evidence + Unicode/stress-safe canonical morphology + neutral-person gender policy; candidate_source='https://uk.wiktionary.org/wiki/%D1%87%D0%B5%D0%BC%D0%BF%D1%96%D0%BE%D0%BD%D0%B0%D1%82'; candidate_definitions=[]; candidate_english_terms=[]; V5 PASS: sense-bound Wiktionary bilingual confirmation + exact Oxford definition + canonical Ukrainian lemma; gloss_similarity=0.740; overlap=1; V6 pymorphy3 uk canonical lemma PASS after Unicode/stress normalization; tag=NOUN,inan masc,nomn; score=1.0000; exact Oxford definition='a competition to find the best player or team in a particular sport'; reverse='championship'; lexical_support=1.000.
ox5000-9a75af8e33d69fd7d823	composer	noun	B2	verified	композитор	https://www.oxfordlearnersdictionaries.com/us/definition/english/composer	MANUAL_EMERGENCY_WORK V7 exact Oxford identity; source_index=1024; definition_path=/us/definition/english/composer; exact_definition='a person who writes music, especially classical music'; selected_candidate_method=en_wiktionary_sense_bound_uk_translation; sense_source='English Wiktionary'; sense_gloss='one who composes music'; gloss_definition_similarity=0.803; morphology='V6 pymorphy3 uk canonical lemma PASS after Unicode/stress normalization; tag=NOUN,anim masc,nomn; score=1.0000'; surface_mt_never_sole_pass=PASS	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V7_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V7_round01	PASS V7: V7 PASS: exact Oxford sense -> sense-bound English bilingual candidate -> actual Ukrainian semantic sense -> same-sense bilingual binding=english_wiktionary_exact_sense_candidate_plus_unique_uk_semantic_sense; uk_sense=1; uk_definition='автор музичних творів'; uk_definition_en='music writer'; similarity=0.805; overlap=1; V6 PASS: V5 strict source-sense evidence + candidate-specific Ukrainian lexical evidence + Unicode/stress-safe canonical morphology + neutral-person gender policy; candidate_source='https://uk.wiktionary.org/wiki/%D0%BA%D0%BE%D0%BC%D0%BF%D0%BE%D0%B7%D0%B8%D1%82%D0%BE%D1%80'; candidate_definitions=[]; candidate_english_terms=[]; V5 PASS: sense-bound Wiktionary bilingual confirmation + exact Oxford definition + canonical Ukrainian lemma; gloss_similarity=0.803; overlap=1; V6 pymorphy3 uk canonical lemma PASS after Unicode/stress normalization; tag=NOUN,anim masc,nomn; score=1.0000; exact Oxford definition='a person who writes music, especially classical music'; reverse='composer'; lexical_support=1.000.
ox5000-d782f68d3229c5a378fe	concrete	noun	B2	verified	бетон	https://www.oxfordlearnersdictionaries.com/us/definition/english/concrete_2	MANUAL_EMERGENCY_WORK V7 exact Oxford identity; source_index=1049; definition_path=/us/definition/english/concrete_2; exact_definition='building material that is made by mixing together cement , sand, small stones and water'; selected_candidate_method=en_wiktionary_sense_bound_uk_translation; sense_source='English Wiktionary'; sense_gloss='building material'; gloss_definition_similarity=0.718; morphology='V6 pymorphy3 uk canonical lemma PASS after Unicode/stress normalization; tag=NOUN,inan masc,nomn; score=1.0000'; surface_mt_never_sole_pass=PASS	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V7_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V7_round01	PASS V7: V7 PASS: exact Oxford sense -> sense-bound English bilingual candidate -> actual Ukrainian semantic sense -> same-sense bilingual binding=english_wiktionary_exact_sense_candidate_plus_unique_uk_semantic_sense; uk_sense=1; uk_definition="будівельний матеріал, виготовлений з суміші твердих матеріалів (гравію, піску, щебеню, глини і т. ін.) і цементу або іншої в'яжучої речовини"; uk_definition_en='a building material made of a mixture of solid materials (gravables, sand, chronium, clay, etc.) and cement or other bindery'; similarity=0.844; overlap=5; V6 PASS: V5 strict source-sense evidence + candidate-specific Ukrainian lexical evidence + Unicode/stress-safe canonical morphology + neutral-person gender policy; candidate_source='https://uk.wiktionary.org/wiki/%D0%B1%D0%B5%D1%82%D0%BE%D0%BD'; candidate_definitions=[]; candidate_english_terms=[]; V5 PASS: sense-bound Wiktionary bilingual confirmation + exact Oxford definition + canonical Ukrainian lemma; gloss_similarity=0.718; overlap=2; V6 pymorphy3 uk canonical lemma PASS after Unicode/stress normalization; tag=NOUN,inan masc,nomn; score=1.0000; exact Oxford definition='building material that is made by mixing together cement , sand, small stones and water'; reverse='concrete'; lexical_support=1.000.
ox5000-e3068d3ca8d1e091b785	darkness	noun	B2	verified	темрява	https://www.oxfordlearnersdictionaries.com/us/definition/english/darkness	MANUAL_EMERGENCY_WORK V7 exact Oxford identity; source_index=1329; definition_path=/us/definition/english/darkness; exact_definition='the state of being dark, without any light'; selected_candidate_method=en_wiktionary_sense_bound_uk_translation; sense_source='English Wiktionary'; sense_gloss='state of being dark'; gloss_definition_similarity=0.887; morphology='V6 pymorphy3 uk canonical lemma PASS after Unicode/stress normalization; tag=NOUN,femn,inan nomn; score=1.0000'; surface_mt_never_sole_pass=PASS	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V7_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V7_round01	PASS V7: V7 PASS: exact Oxford sense -> sense-bound English bilingual candidate -> actual Ukrainian semantic sense -> same-sense bilingual binding=english_wiktionary_exact_sense_candidate_plus_unique_uk_semantic_sense; uk_sense=1; uk_definition='відсутність світла. {{приклад|Прийшла ніч і світ покрила … }}'; uk_definition_en='No light.'; similarity=0.704; overlap=1; V6 PASS: V5 strict source-sense evidence + candidate-specific Ukrainian lexical evidence + Unicode/stress-safe canonical morphology + neutral-person gender policy; candidate_source='https://uk.wiktionary.org/wiki/%D1%82%D0%B5%D0%BC%D1%80%D1%8F%D0%B2%D0%B0'; candidate_definitions=[]; candidate_english_terms=[]; V5 PASS: sense-bound Wiktionary bilingual confirmation + exact Oxford definition + canonical Ukrainian lemma; gloss_similarity=0.887; overlap=2; V6 pymorphy3 uk canonical lemma PASS after Unicode/stress normalization; tag=NOUN,femn,inan nomn; score=1.0000; exact Oxford definition='the state of being dark, without any light'; reverse='darkness'; lexical_support=1.000.
ox5000-adf847cb368aff039402	democracy	noun	B2	verified	демократія	https://www.oxfordlearnersdictionaries.com/us/definition/english/democracy	MANUAL_EMERGENCY_WORK V7 exact Oxford identity; source_index=1406; definition_path=/us/definition/english/democracy; exact_definition='a system of government in which the people of a country can vote to elect their representatives'; selected_candidate_method=en_wiktionary_sense_bound_uk_translation; sense_source='English Wiktionary'; sense_gloss='government under the rule of its people'; gloss_definition_similarity=0.699; morphology='V6 pymorphy3 uk canonical lemma PASS after Unicode/stress normalization; tag=NOUN,inan femn,nomn; score=1.0000'; surface_mt_never_sole_pass=PASS	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V7_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V7_round01	PASS V7: V7 PASS: exact Oxford sense -> sense-bound English bilingual candidate -> actual Ukrainian semantic sense -> same-sense bilingual binding=english_wiktionary_exact_sense_candidate_plus_unique_uk_semantic_sense; uk_sense=1; uk_definition='форма управління, політичний лад, за якого верховна влада належить народові'; uk_definition_en='a form of government, a political system, for which sovereignty belongs to the people'; similarity=0.727; overlap=3; V6 PASS: V5 strict source-sense evidence + candidate-specific Ukrainian lexical evidence + Unicode/stress-safe canonical morphology + neutral-person gender policy; candidate_source='https://uk.wiktionary.org/wiki/%D0%B4%D0%B5%D0%BC%D0%BE%D0%BA%D1%80%D0%B0%D1%82%D1%96%D1%8F'; candidate_definitions=[]; candidate_english_terms=[]; V5 PASS: sense-bound Wiktionary bilingual confirmation + exact Oxford definition + canonical Ukrainian lemma; gloss_similarity=0.699; overlap=2; V6 pymorphy3 uk canonical lemma PASS after Unicode/stress normalization; tag=NOUN,inan femn,nomn; score=1.0000; exact Oxford definition='a system of government in which the people of a country can vote to elect their representatives'; reverse='democracy'; lexical_support=1.000.
ox5000-ca7f9728fd25d9f579b4	economics	noun	B2	verified	економіка	https://www.oxfordlearnersdictionaries.com/us/definition/english/economics	MANUAL_EMERGENCY_WORK V7 exact Oxford identity; source_index=1697; definition_path=/us/definition/english/economics; exact_definition='the study of how a society organizes its money, trade and industry'; selected_candidate_method=en_wiktionary_sense_bound_uk_translation; sense_source='English Wiktionary'; sense_gloss='study of resource and wealth allocation, consumption, and distribution, of capital and investment, and of management of the factors of production; application of this study to a particular domain'; gloss_definition_similarity=0.649; morphology='V6 pymorphy3 uk canonical lemma PASS after Unicode/stress normalization; tag=NOUN,inan femn,nomn; score=1.0000'; surface_mt_never_sole_pass=PASS	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V7_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V7_round01	PASS V7: V7 PASS: exact Oxford sense -> sense-bound English bilingual candidate -> actual Ukrainian semantic sense -> same-sense bilingual binding=english_wiktionary_exact_sense_candidate_plus_unique_uk_semantic_sense; uk_sense=1; uk_definition='сукупність виробничих відносин даного суспільного ладу, відповідних до продуктивних сил суспільства'; uk_definition_en='A set of manufacturing relationships of a given social order, corresponding to the productive forces of society.'; similarity=0.673; overlap=1; V6 PASS: V5 strict source-sense evidence + candidate-specific Ukrainian lexical evidence + Unicode/stress-safe canonical morphology + neutral-person gender policy; candidate_source='https://uk.wiktionary.org/wiki/%D0%B5%D0%BA%D0%BE%D0%BD%D0%BE%D0%BC%D1%96%D0%BA%D0%B0'; candidate_definitions=[]; candidate_english_terms=[]; V5 PASS: sense-bound Wiktionary bilingual confirmation + exact Oxford definition + canonical Ukrainian lemma; gloss_similarity=0.649; overlap=1; V6 pymorphy3 uk canonical lemma PASS after Unicode/stress normalization; tag=NOUN,inan femn,nomn; score=1.0000; exact Oxford definition='the study of how a society organizes its money, trade and industry'; reverse='economics'; lexical_support=1.000.
ox5000-35c00beb3d8396332a3a	mosque	noun	B2	verified	мечеть	https://www.oxfordlearnersdictionaries.com/us/definition/english/mosque	MANUAL_EMERGENCY_WORK V7 exact Oxford identity; source_index=3387; definition_path=/us/definition/english/mosque; exact_definition='a building where Muslims go for prayer'; selected_candidate_method=en_wiktionary_sense_bound_uk_translation; sense_source='English Wiktionary'; sense_gloss='a place of worship for Muslims'; gloss_definition_similarity=0.872; morphology='V6 pymorphy3 uk canonical lemma PASS after Unicode/stress normalization; tag=NOUN,inan femn; score=1.0000'; surface_mt_never_sole_pass=PASS	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V7_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V7_round01	PASS V7: V7 PASS: exact Oxford sense -> sense-bound English bilingual candidate -> actual Ukrainian semantic sense -> same-sense bilingual binding=english_wiktionary_exact_sense_candidate_plus_unique_uk_semantic_sense; uk_sense=1; uk_definition='храм, церква, місце поклоніння і зібрання вірних у мусульман'; uk_definition_en='The temple, the church, the place of worship, and the gathering of faithful Muslims'; similarity=0.804; overlap=1; V6 PASS: V5 strict source-sense evidence + candidate-specific Ukrainian lexical evidence + Unicode/stress-safe canonical morphology + neutral-person gender policy; candidate_source='https://uk.wiktionary.org/wiki/%D0%BC%D0%B5%D1%87%D0%B5%D1%82%D1%8C'; candidate_definitions=[]; candidate_english_terms=[]; V5 PASS: sense-bound Wiktionary bilingual confirmation + exact Oxford definition + canonical Ukrainian lemma; gloss_similarity=0.872; overlap=1; V6 pymorphy3 uk canonical lemma PASS after Unicode/stress normalization; tag=NOUN,inan femn; score=1.0000; exact Oxford definition='a building where Muslims go for prayer'; reverse='mosque'; lexical_support=1.000.
ox5000-bb16b4d78505cc19a95b	operator	noun	B2	verified	оператор	https://www.oxfordlearnersdictionaries.com/us/definition/english/operator	MANUAL_EMERGENCY_WORK V7 exact Oxford identity; source_index=3637; definition_path=/us/definition/english/operator; exact_definition='a person who operates equipment or a machine'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; sense_source=''; sense_gloss=''; gloss_definition_similarity=1.000; morphology='V6 pymorphy3 uk canonical lemma PASS after Unicode/stress normalization; tag=NOUN,anim masc; score=1.0000'; surface_mt_never_sole_pass=PASS	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V7_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V7_round01	PASS V7: V7 PASS: exact Oxford sense -> sense-bound English bilingual candidate -> actual Ukrainian semantic sense -> same-sense bilingual binding=english_wiktionary_exact_sense_candidate_plus_unique_uk_semantic_sense; uk_sense=1; uk_definition='кваліфікований робітник, що керує роботою складного механізму або відповідає за виконання певного виробничого процесу'; uk_definition_en='A skilled worker who runs a complex machine or is responsible for carrying out a particular production process'; similarity=0.838; overlap=1; V6 PASS: V5 strict source-sense evidence + candidate-specific Ukrainian lexical evidence + Unicode/stress-safe canonical morphology + neutral-person gender policy; candidate_source='https://uk.wiktionary.org/wiki/%D0%BE%D0%BF%D0%B5%D1%80%D0%B0%D1%82%D0%BE%D1%80'; candidate_definitions=[]; candidate_english_terms=[]; V5 PASS: surface candidate independently confirmed by aligned sense-bound Wiktionary translation + canonical Ukrainian lemma; V6 pymorphy3 uk canonical lemma PASS after Unicode/stress normalization; tag=NOUN,anim masc; score=1.0000; exact Oxford definition='a person who operates equipment or a machine'; reverse='operator'; lexical_support=1.000.
ox5000-4ed777656d24b1976443	philosophical	adjective	C1	verified	філософський	https://www.oxfordlearnersdictionaries.com/us/definition/english/philosophical	MANUAL_EMERGENCY_WORK V7 exact Oxford identity; source_index=3852; definition_path=/us/definition/english/philosophical; exact_definition='connected with philosophy'; selected_candidate_method=en_wiktionary_sense_bound_uk_translation; sense_source='English Wiktionary'; sense_gloss='of or pertaining to philosophy'; gloss_definition_similarity=0.857; morphology='V6 pymorphy3 uk canonical lemma PASS after Unicode/stress normalization; tag=ADJF masc,nomn; score=1.0000'; surface_mt_never_sole_pass=PASS	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V7_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V7_round01	PASS V7: V7 PASS: exact Oxford sense -> sense-bound English bilingual candidate -> actual Ukrainian semantic sense -> same-sense bilingual binding=english_wiktionary_exact_sense_candidate_plus_unique_uk_semantic_sense; uk_sense=1; uk_definition="стос. до філософії, пов'язаний з найзагальнішими законами розвитку природи, суспільства й мислення"; uk_definition_en='stacks of philosophy that are associated with the most general laws of nature, society, and thinking'; similarity=0.759; overlap=1; V6 PASS: V5 strict source-sense evidence + candidate-specific Ukrainian lexical evidence + Unicode/stress-safe canonical morphology + neutral-person gender policy; candidate_source='https://uk.wiktionary.org/wiki/%D1%84%D1%96%D0%BB%D0%BE%D1%81%D0%BE%D1%84%D1%81%D1%8C%D0%BA%D0%B8%D0%B9'; candidate_definitions=[]; candidate_english_terms=[]; V5 PASS: sense-bound Wiktionary bilingual confirmation + exact Oxford definition + canonical Ukrainian lemma; gloss_similarity=0.857; overlap=1; V6 pymorphy3 uk canonical lemma PASS after Unicode/stress normalization; tag=ADJF masc,nomn; score=1.0000; exact Oxford definition='connected with philosophy'; reverse='philosophical'; lexical_support=1.000.
ox5000-451ecb3cefa2fed9058c	principal	adjective	B2	verified	головний	https://www.oxfordlearnersdictionaries.com/us/definition/english/principal_1	MANUAL_EMERGENCY_WORK V7 exact Oxford identity; source_index=4058; definition_path=/us/definition/english/principal_1; exact_definition='most important; main'; selected_candidate_method=en_wiktionary_sense_bound_uk_translation; sense_source='English Wiktionary'; sense_gloss='primary, main'; gloss_definition_similarity=0.762; morphology='V6 pymorphy3 uk canonical lemma PASS after Unicode/stress normalization; tag=ADJF,compb masc,nomn; score=1.0000'; surface_mt_never_sole_pass=PASS	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V7_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V7_round01	PASS V7: V7 PASS: exact Oxford sense -> sense-bound English bilingual candidate -> actual Ukrainian semantic sense -> same-sense bilingual binding=english_wiktionary_exact_sense_candidate_plus_unique_uk_semantic_sense; uk_sense=2; uk_definition='найважливіший, основний, суттєвий. {{приклад|Писала мені Оксана Ст., що Маня має грати роль в моїй драмі… |Леся Українка||джерело=}}'; uk_definition_en='The most important, fundamental, significant.'; similarity=0.869; overlap=2; V6 PASS: V5 strict source-sense evidence + candidate-specific Ukrainian lexical evidence + Unicode/stress-safe canonical morphology + neutral-person gender policy; candidate_source='https://uk.wiktionary.org/wiki/%D0%B3%D0%BE%D0%BB%D0%BE%D0%B2%D0%BD%D0%B8%D0%B9'; candidate_definitions=[]; candidate_english_terms=[]; V5 PASS: sense-bound Wiktionary bilingual confirmation + exact Oxford definition + canonical Ukrainian lemma; gloss_similarity=0.762; overlap=1; V6 pymorphy3 uk canonical lemma PASS after Unicode/stress normalization; tag=ADJF,compb masc,nomn; score=1.0000; exact Oxford definition='most important; main'; reverse='master'; lexical_support=0.133.
